"","logFC","logCPM","PValue","FDR"
"FGRAMPH1_01T02279",-1.17702967053568,7.53320596122517,0.0065555266350045,0.0184674524419264
"FGRAMPH1_01T02283",1.3530822945117,6.38429538339327,0.000321473113038271,0.00126118229535787
"FGRAMPH1_01T02287",1.86878095779892,5.45087447110081,7.89561721316105e-05,0.000346962800929458
"FGRAMPH1_01T02293",-1.99306886928921,6.07460412023014,7.0008884626227e-06,3.68647689906499e-05
"FGRAMPH1_01T02295",2.97662624299738,2.46090382342736,0.000531857427472933,0.00198743723701761
"FGRAMPH1_01T02303",7.25764792945603,7.80288204480748,1.76975811060192e-30,8.90239380347496e-29
"FGRAMPH1_01T02305",-1.26678430578705,3.63323652143361,0.0046117575587818,0.0135389504314068
"FGRAMPH1_01T02325",-1.37370012229579,4.45196880462683,0.00021215769981298,0.000859723475268476
"FGRAMPH1_01T02335",-2.64052836865921,7.73805226376808,1.47594526354244e-08,1.13051356460062e-07
"FGRAMPH1_01T02347",4.17928421414096,1.42358231087814,2.27579468223037e-06,1.27882061010614e-05
"FGRAMPH1_01T02365",-2.64784010957972,5.16921208703017,1.02852631803614e-06,6.02208778154007e-06
"FGRAMPH1_01T02367",1.21179999780302,4.16127558430208,0.00403907371454706,0.0120538586067615
"FGRAMPH1_01T02385",-0.954446396959663,4.99354565668433,0.00342838587124904,0.0104519817514215
"FGRAMPH1_01T02387",1.70027894502624,6.49007382090823,2.2682520710735e-06,1.27526713700387e-05
"FGRAMPH1_01T02389",3.19699645043767,3.88875331322052,7.4529121484443e-10,6.68207539067461e-09
"FGRAMPH1_01T02391",-0.92250126989346,5.55222362954196,0.0101633292709815,0.0270238663690672
"FGRAMPH1_01T02393",1.5865477917137,6.22729429856679,1.61244169087451e-05,7.97682147121513e-05
"FGRAMPH1_01T02399",3.44962086179545,2.36382082980781,2.51641263339153e-05,0.000119950912907406
"FGRAMPH1_01T02417",2.16467590696977,3.73126057144892,0.000118478931780728,0.000502694672839317
"FGRAMPH1_01T02423",1.49993685904326,4.39389935133034,9.37476484145546e-05,0.000407004832100201
"FGRAMPH1_01T02427",2.68295290081372,3.89048353676852,1.26789033484068e-07,8.63105827809894e-07
"FGRAMPH1_01T02437",-2.99986636084632,6.18226496515465,1.5514980401514e-14,2.20861550940192e-13
"FGRAMPH1_01T02441",1.26170355333617,3.76405997681778,0.0152583568951138,0.0382757583777453
"FGRAMPH1_01T02445",-1.04794868897659,5.3183018289416,0.0138668237525873,0.0352498972116912
"FGRAMPH1_01T02447",-1.63325939670912,5.02462089363328,0.000124028280964405,0.000524750466530759
"FGRAMPH1_01T02457",3.95807403932811,0.0155081834328805,0.0132608859956152,0.033915583029118
"FGRAMPH1_01T02461",3.81045573166331,10.4483222673537,1.63390883328663e-24,5.39293000715395e-23
"FGRAMPH1_01T02471",2.97969611822238,4.96425335811825,1.35017714756529e-06,7.80491905799758e-06
"FGRAMPH1_01T02475",-2.02784851759836,5.00778934908378,1.67495908536981e-05,8.26265766630094e-05
"FGRAMPH1_01T02477",-1.13677072214382,4.52369841269734,0.00517272571867792,0.0150214346917922
"FGRAMPH1_01T02481",6.06398583695365,3.7044453509349,3.11016326996148e-19,6.82214639278973e-18
"FGRAMPH1_01T02483",5.71595636594611,3.94316892456909,1.36654016928889e-14,1.95864517688625e-13
"FGRAMPH1_01T02495",-1.32932999072348,5.75119718937021,0.000295156950985288,0.00116801330490131
"FGRAMPH1_01T02503",2.53793807073909,8.41863611506857,6.1676319330993e-13,7.58307084794571e-12
